timestamp,cpu_pct,memory_pct,latency_ms,error_rate_pct,anomaly_score,is_anomaly_pred,is_anomaly_true
2026-05-25 00:00:00,31.98685661204493,46.98864380600224,13.527268088357637,0.4900631823158442,0.10291411129213668,0,0
2026-05-25 00:01:00,29.446942795315262,48.53042157245597,14.178403674859997,0.4463676170945291,0.12550332363417993,0,0
2026-05-25 00:02:00,32.590754152402766,45.563064676111125,25.978101389007648,1.1101414482088585,0.18247587177845448,0,0
2026-05-25 00:03:00,36.0921194256321,41.13950415613246,39.76847982883074,0.03833956373550673,0.26784682704555063,0,0
2026-05-25 00:04:00,29.063386501106656,46.239063855257925,11.034183696219456,0.11874038042670088,0.1402140059869963,0,0
2026-05-25 00:05:00,29.063452172203277,43.09592931862451,27.115565333207435,1.01815144603624,0.18870500662399492,0,0
2026-05-25 00:06:00,36.316851262029566,43.47414995475073,26.829468582258958,0.20223253240807038,0.16948339787825628,0,0
2026-05-25 00:07:00,33.069738916611634,46.82909205626528,57.70449718453807,0.9502665386657958,0.18445375031659472,0,0
2026-05-25 00:08:00,28.12210245626019,48.7948492143009,28.388702743762384,1.3497179915043547,0.1895719121056253,0,0
2026-05-25 00:09:00,32.17024017434386,45.15381473020819,38.5978121146357,0.29910248652918314,0.09147919091443324,0,0
2026-05-25 00:10:00,28.14632922875015,46.026499037796896,35.040441155213536,0.8406811632876527,0.09888741257226141,0,0
2026-05-25 00:11:00,28.137080985718974,50.21664483390571,14.122558437046486,0.07684614066992923,0.16874888582625347,0,0
2026-05-25 00:12:00,30.96784908626414,45.842259538465704,45.02792652157463,0.8773666490339046,0.09216720002923562,0,0
2026-05-25 00:13:00,22.346879021368807,52.93504934254119,36.095153425422325,0.5997119929933835,0.22586730408738032,0,0
2026-05-25 00:14:00,23.10032866994787,46.83652893689463,40.58130351027577,0.7365191410801076,0.1316775490509977,0,0
2026-05-25 00:15:00,27.75084988303611,39.86771172253255,159.2531512896485,0.1772139639823025,0.41436260578513906,0,0
2026-05-25 00:16:00,25.948675518662306,47.42002486331359,14.387428784246264,0.33054170778358627,0.12543260343212959,0,0
2026-05-25 00:17:00,31.256989330381096,46.31347515464834,66.0147802346668,0.7516260323747523,0.12449982615933741,0,0
2026-05-25 00:18:00,26.367903697915157,49.04925826224824,29.518612371438664,0.5317015762397272,0.09580029086331698,0,0
2026-05-25 00:19:00,24.350785194658833,47.20954405380987,37.14880343996507,0.3413247538787326,0.12114886332269414,0,0
2026-05-25 00:20:00,35.862595075686215,44.78463204804868,32.518042914232566,0.9705909332099849,0.13647094176384733,0,0
2026-05-25 00:21:00,29.096894798053857,41.5371052911319,27.946877238219855,0.595948867936518,0.1368045222448877,0,0
2026-05-25 00:22:00,30.270112818751695,44.592930228141924,26.36577661154998,1.4741713223949064,0.1996137106166319,0,0
2026-05-25 00:23:00,24.301007255146175,42.678438637372096,37.78089283339738,1.0125545762908867,0.18430908932910806,0,0
2026-05-25 00:24:00,27.82246910189927,43.498429650585834,18.049726301846626,0.17305080583721177,0.1487391589945034,0,0
2026-05-25 00:25:00,30.443690358839465,47.01573521326183,44.711541482638054,0.5136566899257193,0.10082746114027541,0,0
2026-05-25 00:26:00,25.39602569031079,50.269713513054214,28.036920700755196,0.476314648727782,0.08745649528048827,0,0
2026-05-25 00:27:00,31.502792073382686,46.45401458946895,21.07257146738602,0.2910883816730636,0.07986341131723851,0,0
2026-05-25 00:28:00,27.59744524032478,41.69235081389445,27.660208296213913,0.029800541757823373,0.18017998860355555,0,0
2026-05-25 00:29:00,28.833225000826893,46.62380800466042,54.754507098656156,0.21961954651006987,0.0947358069349723,0,0
2026-05-25 00:30:00,27.593173551082412,48.889894459936954,26.732123383025314,0.5181102514279683,0.08984746712243652,0,0
2026-05-25 00:31:00,37.40911273803575,43.48065128704186,38.22086028347097,0.5237467341258215,0.16324269282427983,0,0
2026-05-25 00:32:00,29.946011101048263,44.91794849998125,24.720120068404803,0.37546407767347967,0.06265875611318816,0,0
2026-05-25 00:33:00,25.769156284176397,45.374064584187586,44.84305558086967,0.3364469506557871,0.1275861340416048,0,0
2026-05-25 00:34:00,33.29017964841275,42.985305060753284,43.56277910562857,0.702106432638666,0.1365682314414035,0,0
2026-05-25 00:35:00,25.11662540011591,47.29484130153158,69.3692394260339,0.8579363723454798,0.22848490455623904,0,0
2026-05-25 00:36:00,30.835454380019023,44.99715555417666,30.869678437721227,0.6135172394324444,0.061762866767351765,0,0
2026-05-25 00:37:00,22.161319504480897,46.62859733172108,43.270102449045076,0.3379659123955149,0.17275647022450236,0,0
2026-05-25 00:38:00,24.687255804406277,42.717523466593704,34.440287101854956,0.7957210758759274,0.19710377785021838,0,0
2026-05-25 00:39:00,30.787444943476494,44.07762509902977,55.60920320036668,0.8401101802383455,0.18871793980822316,0,0
2026-05-25 00:40:00,32.95386631998164,47.56714407348331,24.840292812943975,0.6537017848598442,0.09787498217530277,0,0
2026-05-25 00:41:00,30.68547312475988,44.291500543724695,44.61196627417152,0.08769387478261953,0.1319068540427616,0,0
2026-05-25 00:42:00,29.53740687044704,50.600891553700215,30.634324057692094,0.6383003827555903,0.10761586161325465,0,0
2026-05-25 00:43:00,28.795585217642845,44.231091443156195,32.276026116792494,1.0977403254127394,0.15935187468420542,0,0
2026-05-25 00:44:00,24.08591203853029,46.11405417725565,34.35339996331563,0.2016854706941349,0.11140768186838801,0,0
2026-05-25 00:45:00,27.120623166421165,48.24777249561927,36.63104696556149,1.5489696695662156,0.2281617105127468,0,0
2026-05-25 00:46:00,28.15744491616085,41.2049028012009,31.61110183391679,0.2371845330073078,0.16217087184766743,0,0
2026-05-25 00:47:00,34.22848890487566,40.18757356405767,36.08528892451297,0.5162035066700681,0.2190545293875732,0,0
2026-05-25 00:48:00,31.374473158273844,40.90303105628971,62.25552105290458,0.1637572019968319,0.26368135339676,0,0
2026-05-25 00:49:00,22.947839378549062,49.27775231028155,49.11575574417653,0.6116354179601304,0.17752362439186442,0,0
2026-05-25 00:50:00,31.296335877579182,43.84442556232266,46.883314145442434,0.3711108463176376,0.11938272351487156,0,0
2026-05-25 00:51:00,28.459670878334734,53.18459785700475,27.599128319304068,0.2269791005916394,0.14792047023555943,0,0
